Id,STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,STATE_ENCODED,DISTRICT_ENCODED,LATITUDE,LONGITUDE,YEAR_INDEX
11,ANDHRA PRADESH,KRISHNA,2001,0.11992619926199262,0.06882591093117409,0.0,0.06514084507042253,0.0,0.06514084507042253,0.0390032502708559,0.03903345724907063,0.030991735537190084,0.00946372239747634,0.0,0.00544069640914037,0.05133858267716535,0.03622584312239485,0.003816793893129771,0.04995569339831635,0.02200565859792518,0.03443328550932569,0.0329635499207607,0.004608294930875576,0.026382978723404255,0.4103783336778995,0.05952380952380952,0.17884780739466896,0.057279236276849645,0.0873146622734761,0.0,0.13022351797862,0.026562307407863923,4779,0.05555555555555555,0.5473300970873786,0.23032548521207163,0.3631805705447957,0
12,ANDHRA PRADESH,KURNOOL,2001,0.24538745387453872,0.09716599190283401,0.016597510373443983,0.051056338028169015,0.0,0.051056338028169015,0.050920910075839654,0.08736059479553902,0.0,0.01892744479495268,0.0,0.007979688066739208,0.048818897637795275,0.02250852595680182,0.0008481764206955047,0.032233052724856,0.026406790317510215,0.008608321377331422,0.03993660855784469,0.009216589861751152,0.002127659574468085,0.31982633863965265,0.07738095238095238,0.12123817712811694,0.08512330946698489,0.03031301482701812,0.0,0.14188532555879493,0.04317145322322199,4581,0.05555555555555555,0.5533980582524272,0.23032548521207163,0.3631805705447957,0
13,ANDHRA PRADESH,MAHABOOBNAGAR,2001,0.2896678966789668,0.0904183535762483,0.1078838174273859,0.10387323943661972,0.0,0.10387323943661972,0.04550379198266522,0.05018587360594795,0.030991735537190084,0.025236593059936908,0.0,0.009793253536452665,0.0784251968503937,0.023948465327775673,0.004664970313825276,0.031346920691182986,0.04935554856963219,0.03156384505021521,0.026624405705229795,0.0,0.0,0.17924333264420095,0.08333333333333333,0.15133276010318142,0.03261734287987272,0.02273476112026359,0.0,0.13605442176870747,0.0664982127449772,4819,0.05555555555555555,0.5861650485436892,0.23032548521207163,0.3631805705447957,0
14,ANDHRA PRADESH,MEDAK,2001,0.1863468634686347,0.07557354925775978,0.049792531120331954,0.061619718309859156,0.0,0.061619718309859156,0.02816901408450704,0.03717472118959107,0.012396694214876033,0.08517350157728706,0.0,0.009430540442509974,0.06897637795275591,0.021674876847290643,0.0050890585241730275,0.02769162605228179,0.03143665513989311,0.024390243902439025,0.02757527733755943,0.018433179723502304,0.01574468085106383,0.2826131899937978,0.15476190476190477,0.08598452278589853,0.01988862370723946,0.06326194398682042,0.0,0.16277939747327502,0.013989892764698633,3532,0.05555555555555555,0.6104368932038834,0.23032548521207163,0.3631805705447957,0
15,ANDHRA PRADESH,NALGONDA,2001,0.22509225092250923,0.08097165991902834,0.004149377593360996,0.061619718309859156,0.0,0.061619718309859156,0.029252437703141926,0.03531598513011152,0.01652892561983471,0.01892744479495268,0.0,0.010155966630395356,0.04188976377952756,0.024100037893141343,0.0060785976816511164,0.03046078865750997,0.06916064130776485,0.01865136298421808,0.03866877971473851,0.03686635944700461,0.030638297872340424,0.23402935703948727,0.1845238095238095,0.16165090283748926,0.046937151949085126,0.07051070840197693,0.0,0.20991253644314867,0.054881055096758294,5002,0.05555555555555555,0.6553398058252426,0.23032548521207163,0.3631805705447957,0
16,ANDHRA PRADESH,NELLORE,2001,0.16420664206642066,0.09311740890688258,0.02074688796680498,0.08098591549295775,0.0,0.08098591549295775,0.09750812567713976,0.1486988847583643,0.02066115702479339,0.03785488958990536,0.00425531914893617,0.005803409503083061,0.0768503937007874,0.04607805987116332,0.010178117048346055,0.05937084625609216,0.03049355548569632,0.028694404591104734,0.05610142630744849,0.013824884792626727,0.027659574468085105,0.23134174074839775,0.05952380952380952,0.17798796216680998,0.18138424821002389,0.09456342668863262,0.0,0.1292517006802721,0.04884136570935536,5245,0.05555555555555555,0.674757281553398,0.23032548521207163,0.3631805705447957,0
17,ANDHRA PRADESH,NIZAMABAD,2001,0.19557195571955718,0.06612685560053981,0.058091286307053944,0.03697183098591549,0.0,0.03697183098591549,0.041170097508125676,0.03903345724907063,0.03512396694214876,0.022082018927444793,0.0,0.007979688066739208,0.04976377952755905,0.017733990147783252,0.006785411365564037,0.02060256978289765,0.01603269412134549,0.08751793400286945,0.03866877971473851,0.004608294930875576,0.01276595744680851,0.2859210254289849,0.11309523809523808,0.0472914875322442,0.011933174224343677,0.07512355848434925,0.0,0.10689990281827016,0.024251201774929128,3621,0.05555555555555555,0.6796116504854368,0.23032548521207163,0.3631805705447957,0
18,ANDHRA PRADESH,PRAKASHAM,2001,0.1881918819188192,0.11066126855600539,0.012448132780082988,0.03345070422535212,0.0,0.03345070422535212,0.03358613217768147,0.022304832713754646,0.03925619834710744,0.0473186119873817,0.0,0.005077983315197678,0.0462992125984252,0.021068586585827966,0.004664970313825276,0.027137793531236153,0.0433825840930525,0.02295552367288379,0.027892234548335976,0.004608294930875576,0.01829787234042553,0.2617324788091792,0.02976190476190476,0.12037833190025796,0.07955449482895784,0.039209225700164746,0.0,0.12779397473275023,0.02489831135215087,3678,0.05555555555555555,0.7293689320388349,0.23032548521207163,0.3631805705447957,0
19,ANDHRA PRADESH,RANGA REDDY,2001,0.3948339483394834,0.1282051282051282,0.06639004149377593,0.1267605633802817,0.0,0.1267605633802817,0.11484290357529793,0.15427509293680297,0.047520661157024795,0.07570977917981073,0.006382978723404256,0.028291621327529923,0.3388976377952756,0.0982190223569534,0.04905286966355668,0.10511741249446167,0.020433825840930522,0.09612625538020086,0.1670364500792393,0.013824884792626727,0.02851063829787234,0.584866652884019,0.22023809523809523,0.09716251074806535,0.04375497215592681,0.1387149917627677,0.11666666666666667,0.2881438289601555,0.06480340194749168,9867,0.05555555555555555,0.7754854368932038,0.23032548521207163,0.3631805705447957,0
20,ANDHRA PRADESH,SECUNDERABAD RLY.,2001,0.01107011070110701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003627130939426913,0.0006299212598425197,0.022432739674118986,0.0,0.03278688524590164,0.00031436655139893113,0.0028694404591104736,0.0012678288431061807,0.1152073732718894,0.0,0.003514575149886293,0.005952380952380952,0.0,0.0007955449482895784,0.0,0.0,0.0029154518950437317,0.0020954024405275486,439,0.05555555555555555,0.8216019417475727,0.23032548521207163,0.3631805705447957,0
21,ANDHRA PRADESH,SRIKAKULAM,2001,0.07011070110701106,0.013495276653171389,0.016597510373443983,0.014084507042253521,0.0,0.014084507042253521,0.013001083423618633,0.022304832713754646,0.0,0.0031545741324921135,0.0,0.0014508523757707653,0.03716535433070866,0.01750663129973475,0.0001413627367825841,0.025476295968099246,0.02200565859792518,0.02582496413199426,0.016798732171156894,0.0,0.01446808510638298,0.14037626628075253,0.03571428571428571,0.03267411865864144,0.03739061256961018,0.03558484349258649,0.0,0.08114674441205053,0.028534450881301614,2572,0.05555555555555555,0.8847087378640776,0.23032548521207163,0.3631805705447957,0
22,ANDHRA PRADESH,VIJAYAWADA,2001,0.09778597785977859,0.059379217273954114,0.02074688796680498,0.04401408450704226,0.0,0.04401408450704226,0.07583965330444203,0.08921933085501858,0.045454545454545456,0.00946372239747634,0.0,0.009793253536452665,0.15464566929133858,0.15589238347859039,0.037319762510602206,0.198604342046965,0.005972964476579691,0.04878048780487805,0.19461172741679875,0.04608294930875576,0.00723404255319149,0.3262352697953277,0.011904761904761904,0.07222699914015478,0.09705648369132856,0.17133443163097198,0.0,0.11370262390670553,0.022309873043263897,6733,0.05555555555555555,0.9720873786407767,0.23032548521207163,0.3631805705447957,0
23,ANDHRA PRADESH,VIJAYAWADA RLY.,2001,0.0036900369003690036,0.001349527665317139,0.0,0.0017605633802816902,0.0,0.0017605633802816902,0.0,0.0,0.0,0.0,0.0,0.0003627130939426913,0.0,0.02008336491095112,0.0,0.029353123615418697,0.00031436655139893113,0.0028694404591104736,0.0009508716323296355,0.027649769585253454,0.0,0.0018606574322927434,0.0,0.0008598452278589854,0.0007955449482895784,0.0,0.0,0.0009718172983479105,0.0007703685443115987,320,0.05555555555555555,0.9745145631067961,0.23032548521207163,0.3631805705447957,0
24,ANDHRA PRADESH,VISAKHA RURAL,2001,0.1070110701107011,0.03913630229419703,0.0,0.02112676056338028,0.0,0.02112676056338028,0.013001083423618633,0.022304832713754646,0.0,0.012618296529968454,0.0,0.001088139281828074,0.02393700787401575,0.012504736642667678,0.0,0.018276473194505982,0.0433825840930525,0.027259684361549498,0.012361331220285262,0.013824884792626727,0.013191489361702127,0.3051478188960099,0.017857142857142856,0.05760963026655202,0.03818615751789976,0.03261943986820428,0.0,0.10495626822157433,0.021108098114137806,3183,0.05555555555555555,0.9793689320388349,0.23032548521207163,0.3631805705447957,0
25,ANDHRA PRADESH,VISAKHAPATNAM,2001,0.04059040590405904,0.013495276653171389,0.004149377593360996,0.022887323943661973,0.0,0.022887323943661973,0.01408450704225352,0.011152416356877323,0.014462809917355372,0.0031545741324921135,0.0,0.0018135654697134566,0.10173228346456692,0.04774535809018568,0.024314390726604466,0.05073105892778024,0.0028292989625903803,0.05308464849354376,0.060855784469096674,0.013824884792626727,0.006382978723404255,0.06719040727723795,0.0,0.02837489251934652,0.36754176610978523,0.0672158154859967,0.0,0.09523809523809523,0.028596080364846545,3422,0.05555555555555555,0.9805825242718446,0.23032548521207163,0.3631805705447957,0
26,ANDHRA PRADESH,VIZIANAGARAM,2001,0.06088560885608856,0.018893387314439944,0.004149377593360996,0.014084507042253521,0.0,0.014084507042253521,0.00866738894907909,0.0037174721189591076,0.012396694214876033,0.0,0.0,0.0007254261878853826,0.031181102362204723,0.010913224706328155,0.0,0.01595037660611431,0.011317195850361521,0.015781922525107604,0.012995245641838352,0.009216589861751152,0.005106382978723404,0.10936530907587347,0.0,0.034393809114359415,0.017501988862370726,0.03986820428336079,0.0,0.08503401360544217,0.027116972759768276,2178,0.05555555555555555,0.9817961165048543,0.23032548521207163,0.3631805705447957,0
27,ANDHRA PRADESH,WARANGAL,2001,0.2915129151291513,0.10661268556005397,0.02074688796680498,0.09330985915492958,0.0,0.09330985915492958,0.08775731310942578,0.046468401486988845,0.11570247933884298,0.006309148264984227,0.0,0.008342401160681901,0.08377952755905511,0.031678666161424784,0.011167656205824144,0.03754984492689411,0.10374096196164727,0.008608321377331422,0.043423137876386686,0.009216589861751152,0.0,0.3551788298532148,0.30952380952380953,0.20722269991401548,0.0,0.054365733113673806,0.0,0.13070942662779397,0.07130531246148157,6319,0.05555555555555555,0.9866504854368932,0.23032548521207163,0.3631805705447957,0
28,ANDHRA PRADESH,WEST GODAVARI,2001,0.14206642066420663,0.07827260458839407,0.004149377593360996,0.1073943661971831,0.0,0.1073943661971831,0.044420368364030335,0.03903345724907063,0.04132231404958678,0.022082018927444793,0.0,0.00544069640914037,0.08094488188976377,0.0845774914740432,0.010460842521911224,0.1154186973859105,0.03017918893429739,0.09038737446197992,0.0855784469096672,0.009216589861751152,0.013617021276595745,0.2009510026876163,0.08928571428571427,0.2115219260533104,0.04455051710421639,0.11466227347611202,0.0,0.17201166180758018,0.04958091951189449,5696,0.05555555555555555,0.9939320388349514,0.23032548521207163,0.3631805705447957,0
29,ARUNACHAL PRADESH,CHANGLANG,2001,0.02029520295202952,0.002699055330634278,0.0,0.0017605633802816902,0.0,0.0017605633802816902,0.0032502708559046583,0.0037174721189591076,0.002066115702479339,0.00946372239747634,0.00425531914893617,0.0014508523757707653,0.0056692913385826766,0.0018188707843880259,0.0,0.002658396101019052,0.0,0.005738880918220947,0.0009508716323296355,0.0,0.000425531914893617,0.0062021914409758115,0.0,0.0025795356835769563,0.0,0.0,0.0,0.0,0.0016639960557130531,163,0.08333333333333333,0.17597087378640774,0.7604549469013206,0.9999999999999996,0
30,ARUNACHAL PRADESH,DIBANG VALLEY,2001,0.005535055350553505,0.0067476383265856945,0.0,0.0035211267605633804,0.0,0.0035211267605633804,0.004333694474539545,0.007434944237918215,0.0,0.006309148264984227,0.0,0.0018135654697134566,0.0056692913385826766,0.0014399393709738537,0.0001413627367825841,0.001993797075764289,0.0,0.004304160688665711,0.0,0.0,0.0,0.0055819722968782305,0.0,0.0034393809114359416,0.0,0.0006589785831960461,0.0,0.0,0.0013866633797608777,139,0.08333333333333333,0.25728155339805825,0.7604549469013206,0.9999999999999996,0
31,ARUNACHAL PRADESH,KAMENG EAST,2001,0.005535055350553505,0.001349527665317139,0.0,0.0035211267605633804,0.0,0.0035211267605633804,0.007583965330444203,0.009293680297397768,0.004132231404958678,0.0031545741324921135,0.0,0.002176278563656148,0.0025196850393700786,0.001970443349753695,0.0,0.0028799291094373063,0.0,0.0014347202295552368,0.0003169572107765452,0.0,0.000425531914893617,0.007442629729170974,0.0,0.004299226139294927,0.0,0.0,0.0,0.0,0.0008628127696289905,126,0.08333333333333333,0.45873786407766987,0.7604549469013206,0.9999999999999996,0
32,ARUNACHAL PRADESH,KAMENG WEST,2001,0.007380073800738007,0.002699055330634278,0.0,0.0,0.0,0.0,0.0021668472372697724,0.0037174721189591076,0.0,0.0031545741324921135,0.0,0.0,0.0018897637795275589,0.001970443349753695,0.0,0.0028799291094373063,0.0,0.0014347202295552368,0.0012678288431061807,0.0,0.0,0.0055819722968782305,0.0,0.0,0.0,0.0,0.0,0.0,0.0009244422531739184,103,0.08333333333333333,0.4599514563106796,0.7604549469013206,0.9999999999999996,0
33,ARUNACHAL PRADESH,LOHIT,2001,0.02952029520295203,0.008097165991902834,0.004149377593360996,0.0035211267605633804,0.0,0.0035211267605633804,0.006500541711809317,0.011152416356877323,0.0,0.006309148264984227,0.0,0.0029017047515415306,0.006299212598425197,0.0023493747631678666,0.0,0.003433761630482942,0.0009430996541967934,0.007173601147776184,0.0006339144215530904,0.0,0.000851063829787234,0.008269588587967749,0.0,0.006878761822871883,0.0,0.0,0.0,0.0,0.00117096018735363,190,0.08333333333333333,0.5728155339805825,0.7604549469013206,0.9999999999999996,0
34,ARUNACHAL PRADESH,PAPUM PARE,2001,0.02029520295202952,0.010796221322537112,0.0,0.01584507042253521,0.0,0.01584507042253521,0.016251354279523293,0.009293680297397768,0.02066115702479339,0.012618296529968454,0.0,0.01051867972433805,0.01858267716535433,0.008260704812428951,0.0040995193666949386,0.008861320336730172,0.0028292989625903803,0.017216642754662843,0.0025356576862123614,0.009216589861751152,0.000425531914893617,0.01736613603473227,0.0,0.005159071367153913,0.0,0.000988467874794069,0.0,0.0,0.00397510168864785,498,0.08333333333333333,0.7063106796116504,0.7604549469013206,0.9999999999999996,0
35,ARUNACHAL PRADESH,SIANG EAST,2001,0.012915129151291513,0.0,0.0,0.008802816901408451,0.0,0.008802816901408451,0.011917659804983749,0.013011152416356878,0.008264462809917356,0.012618296529968454,0.0,0.0029017047515415306,0.007874015748031496,0.00394088669950739,0.0005654509471303364,0.005316792202038104,0.00031436655139893113,0.005738880918220947,0.0012678288431061807,0.0,0.000425531914893617,0.011990903452553235,0.0,0.0060189165950128975,0.0,0.0006589785831960461,0.0,0.0,0.0016639960557130531,243,0.08333333333333333,0.8410194174757281,0.7604549469013206,0.9999999999999996,0
36,ARUNACHAL PRADESH,SIANG UPPER,2001,0.0018450184501845018,0.001349527665317139,0.0,0.0035211267605633804,0.0,0.0035211267605633804,0.005417118093174431,0.009293680297397768,0.0,0.0,0.0,0.0,0.0015748031496062992,0.0006820765441455097,0.0,0.0009968985378821444,0.00031436655139893113,0.0014347202295552368,0.0,0.0,0.000851063829787234,0.0031010957204879058,0.0,0.0025795356835769563,0.0,0.0,0.0,0.0,0.0003389621594971034,56,0.08333333333333333,0.8422330097087378,0.7604549469013206,0.9999999999999996,0
37,ARUNACHAL PRADESH,SIANG WEST,2001,0.00922509225092251,0.018893387314439944,0.0,0.007042253521126761,0.0,0.007042253521126761,0.018418201516793065,0.018587360594795536,0.014462809917355372,0.0031545741324921135,0.0,0.003627130939426913,0.010708661417322834,0.005456612353164077,0.0001413627367825841,0.007864421798848028,0.0006287331027978623,0.007173601147776184,0.001584786053882726,0.0,0.001276595744680851,0.014678519743642753,0.0,0.021496130696474634,0.0015910898965791568,0.0006589785831960461,0.0,0.0,0.0027425120177492915,361,0.08333333333333333,0.8434466019417475,0.7604549469013206,0.9999999999999996,0
38,ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,0.014760147601476014,0.013495276653171389,0.004149377593360996,0.0035211267605633804,0.0,0.0035211267605633804,0.006500541711809317,0.009293680297397768,0.002066115702479339,0.0031545741324921135,0.0,0.002538991657598839,0.005354330708661417,0.0018946570670708603,0.0,0.002769162605228179,0.0015718327569946558,0.004304160688665711,0.0006339144215530904,0.0,0.000851063829787234,0.0022741368616911307,0.0,0.0034393809114359416,0.0,0.0,0.0,0.0,0.0013558486379884136,148,0.08333333333333333,0.8919902912621358,0.7604549469013206,0.9999999999999996,0
39,ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,0.007380073800738007,0.0,0.0,0.0035211267605633804,0.0,0.0035211267605633804,0.0010834236186348862,0.0018587360594795538,0.0,0.00946372239747634,0.0,0.0018135654697134566,0.005354330708661417,0.0015157256536566881,0.0,0.002215330084182543,0.0006287331027978623,0.0028694404591104736,0.0,0.0,0.0,0.007029150299772586,0.0,0.006878761822871883,0.0,0.0006589785831960461,0.0,0.0,0.001232589670898558,140,0.08333333333333333,0.8932038834951456,0.7604549469013206,0.9999999999999996,0
40,ARUNACHAL PRADESH,TAWANG,2001,0.0036900369003690036,0.0,0.0,0.0017605633802816902,0.0,0.0017605633802816902,0.0,0.0,0.0,0.0,0.0,0.0,0.0009448818897637794,0.0009852216748768474,0.0001413627367825841,0.001329198050509526,0.0,0.0,0.0003169572107765452,0.0,0.0,0.0006202191440975811,0.0,0.004299226139294927,0.0007955449482895784,0.0,0.0,0.0,0.000585480093676815,48,0.08333333333333333,0.9077669902912621,0.7604549469013206,0.9999999999999996,0
41,ARUNACHAL PRADESH,TIRAP,2001,0.014760147601476014,0.005398110661268556,0.004149377593360996,0.0017605633802816902,0.0,0.0017605633802816902,0.006500541711809317,0.0055762081784386614,0.006198347107438017,0.0,0.0,0.0007254261878853826,0.0056692913385826766,0.001288366805608185,0.0,0.0018830305715551617,0.00031436655139893113,0.0,0.0,0.009216589861751152,0.0,0.0062021914409758115,0.0,0.0,0.0,0.0,0.0,0.0,0.0011401454455811661,127,0.08333333333333333,0.9296116504854368,0.7604549469013206,0.9999999999999996,0
42,ASSAM,BARPETA,2001,0.11808118081180811,0.0067476383265856945,0.0,0.04929577464788733,0.0,0.04929577464788733,0.11375947995666305,0.16356877323420074,0.03512396694214876,0.13564668769716087,0.002127659574468085,0.01632208922742111,0.029291338582677164,0.014172034861690035,0.0002827254735651682,0.020491803278688523,0.061615844074190504,0.03730272596843616,0.00919175911251981,0.004608294930875576,0.016170212765957447,0.05499276410998553,0.05952380952380952,0.024935511607910577,0.0,0.03130148270181219,0.0,0.04227405247813411,0.013250338962159498,1778,0.1111111111111111,0.09223300970873785,0.6735411326282232,0.9239358583240564,0
43,ASSAM,BONGAIGAON,2001,0.08302583025830258,0.029689608636977057,0.0,0.035211267605633804,0.0,0.035211267605633804,0.0390032502708559,0.03903345724907063,0.030991735537190084,0.04100946372239748,0.0,0.009067827348567283,0.027401574803149604,0.006972338006820766,0.0,0.010190518387239698,0.02734988997170701,0.005738880918220947,0.004120443740095087,0.0,0.005106382978723404,0.013851560884845978,0.005952380952380952,0.018916595012897677,0.0,0.008566721581548599,0.0,0.024295432458697763,0.005793171453223223,810,0.1111111111111111,0.14199029126213591,0.6735411326282232,0.9239358583240564,0
